Date,ASIAN Open,ASIAN High,ASIAN Low,ASIAN Close,ASIAN Adj Close,ASIAN Volume,Dmart Open,Dmart High,Dmart Low,Dmart Close,Dmart Adj Close,Dmart Volume,,,Drop Down,,,,Date,Dmart High,ASIAN High
10/29/2021,3125,3144.699951,3083.300049,3100.100098,3022.957764,1118903,4670,4721,4554.399902,4632.049805,4632.049805,51255,,,,,,,10/29/2021,4721,3144.699951
11/1/2021,3128,3142.25,3091.649902,3121.800049,3044.117676,750393,4663,4711.399902,4550,4559.75,4559.75,19271,,,,,,,11/1/2021,4711.399902,3142.25
11/2/2021,3120,3139.800049,3080,3103.350098,3026.126953,881916,4590,4669.799805,4581.5,4595.549805,4595.549805,17203,,,,,,,11/2/2021,4669.799805,3139.800049
11/3/2021,3102.100098,3182.899902,3095,3170.649902,3091.752197,879227,4650,4793.950195,4600,4720.200195,4720.200195,20538,,,,,,,11/3/2021,4793.950195,3182.899902
11/4/2021,3179,3190,3145,3159.25,3080.635742,263595,4768.100098,4825.950195,4761.049805,4783.700195,4783.700195,9170,,,,,,,11/4/2021,4825.950195,3190
11/8/2021,3165,3181,3095.149902,3138,3059.914551,787824,4784,4864,4719.600098,4749.200195,4749.200195,29933,,,,,,,11/8/2021,4864,3181
11/9/2021,3140,3155,3120,3145.149902,3066.88623,668840,4750,4772.75,4723.200195,4755.399902,4755.399902,20190,,,,,,,11/9/2021,4772.75,3155
11/10/2021,3132,3136.649902,3080.5,3108.300049,3030.953857,872975,4750,4998.950195,4726.799805,4965.200195,4965.200195,40029,,,,,,,11/10/2021,4998.950195,3136.649902
11/11/2021,3090,3106.649902,3052,3063.5,2987.268311,958143,4959,5040,4900,4997.75,4997.75,83797,,,,,,,11/11/2021,5040,3106.649902
11/12/2021,3089,3128,3075.800049,3122.899902,3045.190186,682344,5032,5095.049805,5027.25,5077.200195,5077.200195,57569,,,,,,,11/12/2021,5095.049805,3128
11/15/2021,3126,3180,3126,3168.699951,3089.850098,696377,5080,5081.600098,4984.25,5019.200195,5019.200195,13206,,,,,,,11/15/2021,5081.600098,3180
11/16/2021,3165,3209,3120.100098,3151.699951,3073.273682,1400107,5045,5098.950195,4985,5082.200195,5082.200195,25465,,,,,,,11/16/2021,5098.950195,3209
11/17/2021,3170,3239.899902,3165.050049,3230.25,3149.869141,1616452,5080,5177.450195,5078,5124.100098,5124.100098,46972,,,,,,,11/17/2021,5177.450195,3239.899902
11/18/2021,3249.850098,3260,3214,3226.850098,3146.553711,1609821,5124.100098,5178.549805,5040,5082.799805,5082.799805,30575,,,,,,,11/18/2021,5178.549805,3260
11/22/2021,3241,3308.350098,3215.050049,3261.25,3180.097656,2146970,5082,5085.049805,4785.350098,4829,4829,86708,,,,,,,11/22/2021,5085.049805,3308.350098
11/23/2021,3261.25,3288.300049,3171.550049,3185.550049,3106.281738,1482618,4766.399902,4919.700195,4754.299805,4841.75,4841.75,45250,,,,,,,11/23/2021,4919.700195,3288.300049
11/24/2021,3186.050049,3208.899902,3150,3157,3078.44165,1056213,4880,4959.950195,4853,4882.049805,4882.049805,15717,,,,,,,11/24/2021,4959.950195,3208.899902
11/25/2021,3156.5,3173.350098,3113,3144.25,3066.009033,728825,4915,4930.049805,4855.700195,4891.600098,4891.600098,8358,,,,,,,11/25/2021,4930.049805,3173.350098
11/26/2021,3101,3167.350098,3091,3143.100098,3064.887695,1029110,4874,4874,4703,4718.75,4718.75,27619,,,,,,,11/26/2021,4874,3167.350098
11/29/2021,3131,3178.899902,3071.899902,3144.300049,3066.057617,876651,4650,4718.75,4385.75,4675.299805,4675.299805,93170,,,,,,,11/29/2021,4718.75,3178.899902
11/30/2021,3116.149902,3189,3116.149902,3143.649902,3065.423828,2340489,4677,4800,4646.399902,4706.75,4706.75,43538,,,,,,,11/30/2021,4800,3189
12/1/2021,3155.899902,3199.75,3124.100098,3138.149902,3060.060791,1741820,4725,4842.450195,4670,4694.75,4694.75,22164,,,,,,,12/1/2021,4842.450195,3199.75
12/2/2021,3160,3194,3152.25,3180.600098,3101.454834,939320,4741.049805,4795,4713.700195,4785.549805,4785.549805,30818,,,,,,,12/2/2021,4795,3194
12/3/2021,3185,3187.449951,3106,3110.449951,3033.050049,1216263,4813.549805,4850,4775.600098,4800.450195,4800.450195,28730,,,,,,,12/3/2021,4850,3187.449951
12/6/2021,3115,3115,3028.25,3038.300049,2962.695801,1107363,4822,4822,4580.450195,4596.549805,4596.549805,47806,,,,,,,12/6/2021,4822,3115
12/7/2021,3040,3069,3016.449951,3030.350098,2954.943359,2056459,4678,4716,4610.950195,4660.899902,4660.899902,31897,,,,,,,12/7/2021,4716,3069
12/8/2021,3031.899902,3123,3031,3108.5,3031.148438,1171484,4709.75,4840,4709.75,4816.350098,4816.350098,44443,,,,,,,12/8/2021,4840,3123
12/9/2021,3152.399902,3183.050049,3111,3178.699951,3099.601807,1287243,4839.5,4875.200195,4777.5,4820.799805,4820.799805,29450,,,,,,,12/9/2021,4875.200195,3183.050049
12/10/2021,3184,3292,3178.699951,3283.149902,3201.452393,2554394,4810,4810,4775.450195,4795.850098,4795.850098,6939,,,,,,,12/10/2021,4810,3292
12/13/2021,3285.100098,3341,3270.949951,3279.850098,3198.234863,1265832,4839,4871.549805,4751,4766.600098,4766.600098,12164,,,,,,,12/13/2021,4871.549805,3341
12/14/2021,3274,3305,3249,3297.5,3215.445313,863179,4770,4837.75,4716.049805,4814.049805,4814.049805,74491,,,,,,,12/14/2021,4837.75,3305
12/15/2021,3278.149902,3313.949951,3266.5,3301.949951,3219.784668,811946,4785.299805,4810.5,4741,4750.350098,4750.350098,9857,,,,,,,12/15/2021,4810.5,3313.949951
12/16/2021,3325,3325,3270.600098,3298.600098,3216.518555,502930,4790,4812.399902,4726.850098,4739.5,4739.5,17018,,,,,,,12/16/2021,4812.399902,3325
12/17/2021,3275,3293.300049,3227.699951,3243.699951,3162.984131,1019403,4780,4788,4671.75,4696.899902,4696.899902,11790,,,,,,,12/17/2021,4788,3293.300049
12/20/2021,3227,3275,3181,3239.449951,3158.840088,948872,4683,4686.799805,4553.600098,4615.850098,4615.850098,20601,,,,,,,12/20/2021,4686.799805,3275
12/21/2021,3247,3296,3240,3271.350098,3189.946777,712026,4615,4678.100098,4572,4586.850098,4586.850098,12352,,,,,,,12/21/2021,4678.100098,3296
12/22/2021,3275.699951,3285.649902,3241,3280.100098,3198.47876,619865,4605,4695.149902,4587.149902,4655.299805,4655.299805,20699,,,,,,,12/22/2021,4695.149902,3285.649902
12/23/2021,3290,3307.899902,3250,3267.899902,3186.582031,1051596,4695.200195,4695.200195,4635,4648.700195,4648.700195,11913,,,,,,,12/23/2021,4695.200195,3307.899902
12/24/2021,3280,3300,3261,3284.800049,3203.061523,651404,4675.25,4675.25,4615,4627.200195,4627.200195,13971,,,,,,,12/24/2021,4675.25,3300
12/27/2021,3280.100098,3284.75,3226.199951,3272.399902,3190.969971,640701,4620,4679.350098,4559,4669.25,4669.25,13871,,,,,,,12/27/2021,4679.350098,3284.75
12/28/2021,3275.949951,3375,3273,3368.199951,3284.386475,1211648,4675,4759,4644.149902,4722.049805,4722.049805,26702,,,,,,,12/28/2021,4759,3375
12/29/2021,3372.199951,3386,3346.199951,3367.449951,3283.655029,598421,4739,4748,4670.899902,4682.25,4682.25,46783,,,,,,,12/29/2021,4748,3386
12/30/2021,3363.25,3390,3350.300049,3365.699951,3281.948486,691223,4683,4696.850098,4630,4638.799805,4638.799805,10620,,,,,,,12/30/2021,4696.850098,3390
12/31/2021,3390,3405,3361.399902,3382.949951,3298.769043,570671,4638.799805,4689.450195,4638.799805,4669.700195,4669.700195,15530,,,,,,,12/31/2021,4689.450195,3405
1/3/2022,3383,3440.899902,3383,3422.399902,3337.237549,696276,4770,4799,4704.100098,4712.649902,4712.649902,33568,,,,,,,1/3/2022,4799,3440.899902
1/4/2022,3434,3472.449951,3415.050049,3459.300049,3373.219482,790886,4765,4765,4687,4723.100098,4723.100098,29999,,,,,,,1/4/2022,4765,3472.449951
1/5/2022,3470,3540,3452.050049,3526.800049,3439.039551,1024506,4724,4725,4648.799805,4687.5,4687.5,11811,,,,,,,1/5/2022,4725,3540
1/6/2022,3491.149902,3537.550049,3452.149902,3514.649902,3427.19165,1312743,4650,4718.25,4632,4705.299805,4705.299805,26005,,,,,,,1/6/2022,4718.25,3537.550049
1/7/2022,3514.649902,3582,3496.550049,3576.300049,3487.308105,964364,4725,4748.950195,4698,4730.850098,4730.850098,13215,,,,,,,1/7/2022,4748.950195,3582
1/10/2022,3580,3590,3527,3553.5,3465.075439,657511,4798.899902,4798.899902,4620,4633.049805,4633.049805,37235,,,,,,,1/10/2022,4798.899902,3590
1/11/2022,3550.600098,3564,3495.050049,3538.75,3450.692383,734344,4651,4651,4500,4506.200195,4506.200195,31491,,,,,,,1/11/2022,4651,3564
1/12/2022,3556.899902,3582.449951,3534,3543.800049,3455.616943,594543,4499,4499,4165.100098,4277.799805,4277.799805,211117,,,,,,,1/12/2022,4499,3582.449951
1/13/2022,3560,3560,3450,3456.25,3370.245361,1153984,4299.899902,4356.799805,4223.649902,4255.25,4255.25,104496,,,,,,,1/13/2022,4356.799805,3560
1/14/2022,3462,3462,3346,3364.399902,3280.680908,1558978,4270,4347,4255.25,4323.600098,4323.600098,73803,,,,,,,1/14/2022,4347,3462
1/17/2022,3364.399902,3399,3321,3378.649902,3294.575928,1103159,4353.600098,4412.049805,4291,4399.149902,4399.149902,68616,,,,,,,1/17/2022,4412.049805,3399
1/18/2022,3379.050049,3396.449951,3351,3373.699951,3289.749512,558543,4440,4503.600098,4384.649902,4439.850098,4439.850098,32030,,,,,,,1/18/2022,4503.600098,3396.449951
1/19/2022,3370,3370,3267.75,3280.399902,3198.770996,1495218,4447,4503.600098,4365.100098,4474.399902,4474.399902,18767,,,,,,,1/19/2022,4503.600098,3370
1/20/2022,3282,3364.899902,3222,3306.399902,3224.123779,3075678,4505,4515,4465,4486.600098,4486.600098,16185,,,,,,,1/20/2022,4515,3364.899902
1/21/2022,3300.050049,3324.949951,3241.75,3274.850098,3193.359375,1441694,4410,4430.450195,4282,4301.399902,4301.399902,65573,,,,,,,1/21/2022,4430.450195,3324.949951
1/24/2022,3268,3270,3135,3155.149902,3076.637451,1575665,4300,4316,3975.25,4036.399902,4036.399902,133461,,,,,,,1/24/2022,4316,3270
1/25/2022,3100,3156.949951,3010.75,3147.100098,3068.788574,2699779,4015,4120,3881.050049,4094.25,4094.25,84559,,,,,,,1/25/2022,4120,3156.949951
1/27/2022,3140.100098,3143,3071.25,3116.949951,3039.388428,1834684,4068.5,4145.200195,3997.850098,4063.350098,4063.350098,30797,,,,,,,1/27/2022,4145.200195,3143
1/28/2022,3130,3170,3103,3110.850098,3033.44043,892060,4112,4150,4050,4072,4072,42699,,,,,,,1/28/2022,4150,3170
1/31/2022,3140,3193.449951,3136.399902,3152.25,3073.810059,944530,4140,4167.75,4095,4116.399902,4116.399902,14671,,,,,,,1/31/2022,4167.75,3193.449951
2/1/2022,3194,3212.350098,3141.600098,3196.25,3116.715088,1008915,4140,4275,4089.100098,4223.149902,4223.149902,37392,,,,,,,2/1/2022,4275,3212.350098
2/2/2022,3204.800049,3244.149902,3192.149902,3197.699951,3118.12915,667265,4283,4283,4213.549805,4243.299805,4243.299805,14377,,,,,,,2/2/2022,4283,3244.149902
2/3/2022,3212.850098,3241.600098,3190.199951,3203,3123.297119,899753,4249.950195,4249.950195,4125,4138.5,4138.5,32029,,,,,,,2/3/2022,4249.950195,3241.600098
2/4/2022,3188,3248.800049,3176.050049,3236.649902,3156.109619,705765,4138.5,4138.5,4075.949951,4083.25,4083.25,11087,,,,,,,2/4/2022,4138.5,3248.800049
2/7/2022,3234,3251.199951,3143.100098,3174.699951,3095.701172,860393,4088,4145,4045.050049,4071.5,4071.5,29279,,,,,,,2/7/2022,4145,3251.199951
2/8/2022,3179,3223.5,3166.199951,3216.350098,3136.314941,799206,4087,4125,3995.199951,4012.899902,4012.899902,15148,,,,,,,2/8/2022,4125,3223.5
2/9/2022,3230,3259,3222.75,3228.350098,3148.016113,472725,4075,4075,3980,4003.800049,4003.800049,15686,,,,,,,2/9/2022,4075,3259
2/10/2022,3220,3248,3176,3238.75,3158.157471,728666,4025,4179,4001,4162.950195,4162.950195,50041,,,,,,,2/10/2022,4179,3248
2/11/2022,3229.949951,3229.949951,3182.5,3216.300049,3136.266357,587840,4067.600098,4155.75,4067.600098,4139.350098,4139.350098,30438,,,,,,,2/11/2022,4155.75,3229.949951
2/14/2022,3140,3182.699951,3120,3143.449951,3065.22876,681236,3980.649902,4126,3980.649902,4082.25,4082.25,35383,,,,,,,2/14/2022,4126,3182.699951
2/15/2022,3140,3270,3132.850098,3264.600098,3183.364258,676844,4140,4153,4035,4049.25,4049.25,23803,,,,,,,2/15/2022,4153,3270
2/16/2022,3280,3285.100098,3223,3252.850098,3171.906982,624320,4118,4151.5,4082.050049,4116.649902,4116.649902,7807,,,,,,,2/16/2022,4151.5,3285.100098
2/17/2022,3273,3294.949951,3236.399902,3265.850098,3184.583252,636735,4071,4121.799805,4055.449951,4070.699951,4070.699951,15842,,,,,,,2/17/2022,4121.799805,3294.949951
2/18/2022,3236.149902,3272,3230.050049,3258.449951,3177.367188,423801,4060,4169.799805,3992,4092.5,4092.5,18078,,,,,,,2/18/2022,4169.799805,3272
2/21/2022,3235,3278.449951,3204.149902,3251.649902,3170.736328,547472,4041,4184.200195,3990.050049,4156.5,4156.5,19930,,,,,,,2/21/2022,4184.200195,3278.449951
2/22/2022,3120,3236.800049,3120,3227.149902,3146.846191,1147209,4160,4214.799805,4137.350098,4196,4196,14409,,,,,,,2/22/2022,4214.799805,3236.800049
2/23/2022,3236.899902,3296.899902,3230,3237.199951,3156.645996,935896,3951,4138.950195,3951,4022.449951,4022.449951,91444,,,,,,,2/23/2022,4138.950195,3296.899902
2/24/2022,3130,3197.800049,3051.5,3069.050049,2992.68042,1823450,4047.550049,4210,4039.350098,4189.75,4189.75,51015,,,,,,,2/24/2022,4210,3197.800049
2/25/2022,3105,3141.449951,3083.050049,3119.199951,3041.582275,1239456,4187,4351,4063.449951,4339.850098,4339.850098,24618,,,,,,,2/25/2022,4351,3141.449951
2/28/2022,3090,3190.5,3015,3174.649902,3095.652344,1678348,4280.049805,4447.549805,4271,4296.200195,4296.200195,22980,,,,,,,2/28/2022,4447.549805,3190.5
3/2/2022,3107,3111.199951,2991.100098,3028.949951,2953.577881,3014206,4350,4398.850098,4254,4272.350098,4272.350098,28601,,,,,,,3/2/2022,4398.850098,3111.199951
3/3/2022,3029,3051,2862,2871.899902,2800.436035,4406840,4263.899902,4263.899902,4077,4108.450195,4108.450195,25825,,,,,,,3/3/2022,4263.899902,3051
3/4/2022,2863.800049,2863.800049,2662.050049,2738.149902,2670.01416,6979253,4010,4174.950195,3970,3990.850098,3990.850098,37833,,,,,,,3/4/2022,4174.950195,2863.800049
3/7/2022,2649.899902,2727.949951,2599.350098,2708.449951,2641.053223,3233760,4047.899902,4160,3993,4114,4114,21598,,,,,,,3/7/2022,4160,2727.949951
3/8/2022,2690,2736.949951,2638,2723.399902,2655.631348,2611102,4135.5,4170,4070.050049,4098.200195,4098.200195,16296,,,,,,,3/8/2022,4170,2736.949951
3/9/2022,2750,2890,2665.050049,2874.949951,2803.4104,4076068,4195,4238.799805,4141.600098,4167.25,4167.25,47093,,,,,,,3/9/2022,4238.799805,2890
3/10/2022,3000,3040,2891.199951,2912.800049,2840.318359,3971987,4190,4207.450195,4110.649902,4199.549805,4199.549805,12794,,,,,,,3/10/2022,4207.450195,3040
3/11/2022,2917,2939.949951,2882.350098,2932,2859.040771,1265493,4181,4216,4150.049805,4167.049805,4167.049805,425518,,,,,,,3/11/2022,4216,2939.949951
3/14/2022,2950,2972.350098,2917.300049,2962.800049,2889.073975,1214217,4200,4251,4170,4222.75,4222.75,26853,,,,,,,3/14/2022,4251,2972.350098
3/15/2022,2998,3032,2966,2987.149902,2912.818359,1857685,4225,4240,4156.5,4169.649902,4169.649902,13861,,,,,,,3/15/2022,4240,3032
3/16/2022,3043,3050,3010.75,3042,2966.303467,1287234,4225,4239.850098,4165.549805,4193.100098,4193.100098,28852,,,,,,,3/16/2022,4239.850098,3050
3/17/2022,3113.5,3163.300049,3076.5,3136.600098,3058.549316,2867519,4203,4210,4082,4097.399902,4097.399902,30205,,,,,,,3/17/2022,4210,3163.300049
3/21/2022,3117.300049,3117.300049,3030.100098,3045.75,2969.959961,1259015,4121.100098,4121.100098,4031.100098,4055.050049,4055.050049,24369,,,,,,,3/21/2022,4121.100098,3117.300049
3/22/2022,3024,3062.699951,2975,3051.149902,2975.225342,1515772,4080,4116.450195,4067.350098,4089.300049,4089.300049,29285,,,,,,,3/22/2022,4116.450195,3062.699951
3/23/2022,3060,3079.899902,3005,3016.800049,2941.730225,948403,,,,,,,,,,,,,3/23/2022,,3079.899902
